,Player,Overs,Maidens,Runs,Wickets,Econ,Dots,4s,6s,Wd,Nb,Fantasy_Points,Teams,Opponent_Team,Match_Location,Toss_Winner,Choose_to
1927,Paul Collingwood,4.0,0,19,2,4.75,11,2,0,0,0,56,Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat
1928,Virender Sehwag,1.0,0,3,0,3.0,3,0,0,0,0,0,Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat
1929,Yusuf Pathan,4.0,0,24,0,6.0,11,3,0,2,0,0,Rajasthan Royals,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
1930,Shane Watson,4.0,0,37,3,9.25,10,7,0,1,0,79,Rajasthan Royals,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
1931,Aditya Dole,3.0,0,34,1,11.33,6,4,1,3,0,25,Rajasthan Royals,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
1932,Abhishek Jhunjhunwala,1.0,0,6,0,6.0,3,1,0,0,0,0,Rajasthan Royals,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
1933,Shane Warne,4.0,0,34,0,8.5,6,4,0,1,0,0,Rajasthan Royals,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
1934,Siddharth Trivedi,4.0,0,35,1,8.75,6,1,2,1,0,25,Rajasthan Royals,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
1935,Zaheer Khan,4.0,1,17,2,4.25,15,1,1,0,0,68,Mumbai Indians,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
1936,Dhawal Kulkarni,4.0,0,40,1,10.0,10,3,2,1,0,25,Mumbai Indians,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
1937,Lasith Malinga,4.0,0,23,0,5.75,10,1,1,0,0,0,Mumbai Indians,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
1938,Harbhajan Singh,4.0,0,21,1,5.25,8,0,0,2,0,25,Mumbai Indians,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
1939,Sanath Jayasuriya,2.0,0,16,0,8.0,1,1,0,0,0,0,Mumbai Indians,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
1940,Kieron Pollard,2.0,0,19,1,9.5,3,1,1,0,0,25,Mumbai Indians,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
1941,Dale Steyn,4.0,0,18,3,4.5,14,2,0,2,0,85,Royal Challengers Bangalore,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",Royal Challengers Bangalore,field
1942,Vinay Kumar,3.0,0,19,1,6.33,8,0,1,0,0,25,Royal Challengers Bangalore,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",Royal Challengers Bangalore,field
1943,Jacques Kallis,4.0,0,40,0,10.0,9,6,1,0,0,0,Royal Challengers Bangalore,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",Royal Challengers Bangalore,field
1944,Anil Kumble,4.0,0,27,1,6.75,9,1,1,0,1,25,Royal Challengers Bangalore,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",Royal Challengers Bangalore,field
1945,Virat Kohli,2.0,0,16,0,8.0,3,0,1,0,0,0,Royal Challengers Bangalore,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",Royal Challengers Bangalore,field
1946,KP Appanna,3.0,0,27,0,9.0,5,2,1,1,0,0,Royal Challengers Bangalore,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",Royal Challengers Bangalore,field
1947,Ryan Harris,3.4,0,34,2,9.27,9,1,2,3,0,50,Deccan Chargers,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",Royal Challengers Bangalore,field
1948,RP Singh,4.0,0,21,2,5.25,12,1,0,2,0,50,Deccan Chargers,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",Royal Challengers Bangalore,field
1949,Andrew Symonds,4.0,0,33,1,8.25,5,3,1,0,0,25,Deccan Chargers,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",Royal Challengers Bangalore,field
1950,Pragyan Ojha,4.0,0,22,2,5.5,12,2,0,0,0,50,Deccan Chargers,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",Royal Challengers Bangalore,field
1951,Harmeet Singh,4.0,0,24,2,6.0,9,2,0,2,0,50,Deccan Chargers,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",Royal Challengers Bangalore,field
1952,Ashish Nehra,4.0,0,30,1,7.5,10,3,1,1,0,25,Delhi Capitals,Mumbai Indians,"Brabourne Stadium, Mumbai",Mumbai Indians,bat
1953,Pradeep Sangwan,4.0,0,35,2,8.75,11,3,1,2,2,50,Delhi Capitals,Mumbai Indians,"Brabourne Stadium, Mumbai",Mumbai Indians,bat
1954,Amit Mishra,3.0,0,30,0,10.0,5,5,0,0,0,0,Delhi Capitals,Mumbai Indians,"Brabourne Stadium, Mumbai",Mumbai Indians,bat
1955,Andrew McDonald,4.0,0,42,1,10.5,5,2,3,0,0,25,Delhi Capitals,Mumbai Indians,"Brabourne Stadium, Mumbai",Mumbai Indians,bat
1956,Paul Collingwood,4.0,0,27,0,6.75,5,0,1,0,0,0,Delhi Capitals,Mumbai Indians,"Brabourne Stadium, Mumbai",Mumbai Indians,bat
1957,Sarabjit Ladda,1.0,0,14,0,14.0,1,1,1,0,0,0,Delhi Capitals,Mumbai Indians,"Brabourne Stadium, Mumbai",Mumbai Indians,bat
1958,Zaheer Khan,2.0,0,23,0,11.5,4,3,1,0,0,0,Mumbai Indians,Delhi Capitals,"Brabourne Stadium, Mumbai",Mumbai Indians,bat
1959,Dilhara Fernando,4.0,0,32,2,8.0,7,4,0,0,1,50,Mumbai Indians,Delhi Capitals,"Brabourne Stadium, Mumbai",Mumbai Indians,bat
1960,Harbhajan Singh,4.0,0,24,1,6.0,7,2,0,0,0,25,Mumbai Indians,Delhi Capitals,"Brabourne Stadium, Mumbai",Mumbai Indians,bat
1961,Dwayne Bravo,2.0,0,26,0,13.0,1,2,1,1,0,-6,Mumbai Indians,Delhi Capitals,"Brabourne Stadium, Mumbai",Mumbai Indians,bat
1962,Ali Murtaza,4.0,0,18,2,4.5,6,0,0,0,0,56,Mumbai Indians,Delhi Capitals,"Brabourne Stadium, Mumbai",Mumbai Indians,bat
1963,Kieron Pollard,4.0,0,15,0,3.75,10,0,0,0,0,6,Mumbai Indians,Delhi Capitals,"Brabourne Stadium, Mumbai",Mumbai Indians,bat
1964,Ravichandran Ashwin,4.0,0,16,3,4.0,16,0,1,1,0,85,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,bat
1965,Doug Bollinger,4.0,1,15,2,3.75,18,3,0,0,0,68,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,bat
1966,Albie Morkel,2.0,0,14,0,7.0,3,0,0,1,0,0,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,bat
1967,Shadab Jakati,4.0,0,23,1,5.75,10,2,0,1,0,25,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,bat
1968,Muttiah Muralitharan,4.0,0,47,1,11.75,8,4,2,3,0,25,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,bat
1969,Suresh Raina,2.0,0,18,1,9.0,4,0,2,0,0,25,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,bat
1970,Chris Gayle,3.0,0,35,1,11.67,8,4,0,2,0,25,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,bat
1971,Ashok Dinda,2.0,0,25,0,12.5,4,5,0,1,0,-6,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,bat
1972,Ajit Agarkar,2.0,0,14,0,7.0,5,2,0,1,0,0,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,bat
1973,Iqbal Abdulla,2.3,0,21,0,8.4,7,1,2,0,0,0,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,bat
1974,David Hussey,2.0,0,22,0,11.0,2,2,1,0,0,0,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,bat
1975,Angelo Mathews,1.0,0,15,0,15.0,1,1,1,1,0,0,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,bat
1976,Laxmi Shukla,1.0,0,9,0,9.0,2,0,1,0,0,0,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,bat
1977,Anil Kumble,4.0,0,28,0,7.0,8,3,0,0,1,0,Royal Challengers Bangalore,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat
1978,Dale Steyn,4.0,0,15,1,3.75,16,2,0,1,0,31,Royal Challengers Bangalore,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat
1979,Vinay Kumar,4.0,0,36,1,9.0,10,4,1,0,0,25,Royal Challengers Bangalore,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat
1980,Pankaj Singh,4.0,1,27,2,6.75,12,5,0,0,0,62,Royal Challengers Bangalore,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat
1981,Jacques Kallis,4.0,0,19,1,4.75,12,0,0,1,0,31,Royal Challengers Bangalore,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat
1982,Shane Watson,4.0,0,24,0,6.0,13,3,0,0,0,0,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat
1983,Kamran Khan,3.0,0,30,1,10.0,8,5,1,0,0,25,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat
1984,Siddharth Trivedi,3.4,0,32,2,8.73,9,4,1,0,0,50,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat
1985,Adam Voges,1.0,0,17,0,17.0,1,4,0,0,0,0,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat
1986,Shane Warne,4.0,0,28,1,7.0,13,2,2,0,0,25,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat
1987,Dirk Nannes,3.0,0,25,1,8.33,8,2,0,2,1,25,Delhi Capitals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
1988,Ashish Nehra,4.0,0,26,3,6.5,13,4,0,0,0,79,Delhi Capitals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
1989,Umesh Yadav,1.0,0,11,0,11.0,4,2,0,1,0,0,Delhi Capitals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
1990,Tillakaratne Dilshan,4.0,0,19,1,4.75,11,0,1,0,0,31,Delhi Capitals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
1991,Virender Sehwag,4.0,0,18,2,4.5,13,2,0,0,0,56,Delhi Capitals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
1992,Amit Mishra,4.0,0,13,1,3.25,13,0,0,0,1,31,Delhi Capitals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
1993,Ravichandran Ashwin,4.0,0,24,1,6.0,10,3,0,0,0,25,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
1994,Doug Bollinger,4.0,0,24,2,6.0,12,2,0,1,0,50,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
1995,Shadab Jakati,3.0,0,14,1,4.67,9,0,0,0,0,31,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
1996,Albie Morkel,2.4,0,16,0,6.0,5,0,0,1,0,0,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
1997,Lakshmipathy Balaji,2.0,0,16,0,8.0,5,1,0,2,0,0,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
1998,Suresh Raina,3.0,0,15,0,5.0,9,2,0,0,0,0,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,bat
1999,Ryan Harris,4.0,0,27,1,6.75,14,3,1,2,0,25,Deccan Chargers,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Deccan Chargers,field
2000,RP Singh,4.0,0,51,1,12.75,8,9,1,1,0,19,Deccan Chargers,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Deccan Chargers,field
2001,Mitchell Marsh,4.0,0,32,0,8.0,9,5,0,0,0,0,Deccan Chargers,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Deccan Chargers,field
2002,Andrew Symonds,2.0,0,16,0,8.0,5,1,1,0,0,0,Deccan Chargers,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Deccan Chargers,field
2003,Rohit Sharma,1.0,0,8,0,8.0,1,1,0,0,0,0,Deccan Chargers,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Deccan Chargers,field
2004,Pragyan Ojha,2.0,0,19,0,9.5,5,3,0,0,1,0,Deccan Chargers,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Deccan Chargers,field
2005,Rahul Sharma,3.0,0,18,1,6.0,9,1,1,1,0,25,Deccan Chargers,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Deccan Chargers,field
2006,Vikramjeet Malik,2.1,0,23,1,10.62,6,5,0,1,0,25,Punjab Kings,Deccan Chargers,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Deccan Chargers,field
2007,Irfan Pathan,3.0,0,35,1,11.67,6,3,2,1,0,25,Punjab Kings,Deccan Chargers,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Deccan Chargers,field
2008,Shalabh Srivastava,4.0,0,36,0,9.0,9,3,2,2,0,0,Punjab Kings,Deccan Chargers,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Deccan Chargers,field
2009,Rusty Theron,4.0,0,32,1,8.0,9,3,1,3,0,25,Punjab Kings,Deccan Chargers,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Deccan Chargers,field
2010,Piyush Chawla,4.0,0,24,1,6.0,8,2,0,0,0,25,Punjab Kings,Deccan Chargers,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Deccan Chargers,field
2011,Yuvraj Singh,2.0,0,22,1,11.0,3,1,2,0,0,25,Punjab Kings,Deccan Chargers,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Deccan Chargers,field
2012,Dale Steyn,4.0,0,18,0,4.5,10,1,0,1,0,6,Royal Challengers Bangalore,Mumbai Indians,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,field
2013,Vinay Kumar,3.0,0,26,0,8.67,8,5,0,0,0,0,Royal Challengers Bangalore,Mumbai Indians,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,field
2014,Pankaj Singh,4.0,0,54,0,13.5,11,2,5,3,0,-6,Royal Challengers Bangalore,Mumbai Indians,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,field
2015,Jacques Kallis,4.0,0,41,2,10.25,8,4,2,1,0,50,Royal Challengers Bangalore,Mumbai Indians,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,field
2016,Anil Kumble,4.0,0,38,1,9.5,5,2,2,1,0,25,Royal Challengers Bangalore,Mumbai Indians,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,field
2017,Kevin Pietersen,1.0,0,10,1,10.0,1,0,1,0,0,25,Royal Challengers Bangalore,Mumbai Indians,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,field
2018,Zaheer Khan,4.0,0,30,1,7.5,7,2,1,0,0,25,Mumbai Indians,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,field
2019,Dilhara Fernando,4.0,0,24,2,6.0,14,3,1,0,0,50,Mumbai Indians,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,field
2020,Ryan McLaren,4.0,0,21,1,5.25,9,1,0,0,0,25,Mumbai Indians,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,field
2021,Harbhajan Singh,4.0,0,28,2,7.0,7,2,1,0,0,50,Mumbai Indians,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,field
2022,Kieron Pollard,4.0,0,28,3,7.0,5,2,0,2,0,79,Mumbai Indians,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,field
2023,Shane Bond,4.0,1,20,1,5.0,15,3,0,1,0,37,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Rajasthan Royals,bat
2024,Ashok Dinda,4.0,0,24,2,6.0,10,3,0,0,0,50,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Rajasthan Royals,bat
2025,Murali Kartik,4.0,0,31,1,7.75,8,5,0,0,0,25,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Rajasthan Royals,bat
2026,Jaydev Unadkat,4.0,0,26,3,6.5,10,2,1,0,0,79,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Rajasthan Royals,bat
2027,Laxmi Shukla,4.0,0,30,1,7.5,6,1,1,0,0,25,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Rajasthan Royals,bat
2028,Yusuf Pathan,3.0,0,32,0,10.67,4,5,0,3,0,0,Rajasthan Royals,Kolkata Knight Riders,"Eden Gardens, Kolkata",Rajasthan Royals,bat
2029,Shane Watson,3.0,0,17,0,5.67,13,4,0,0,0,0,Rajasthan Royals,Kolkata Knight Riders,"Eden Gardens, Kolkata",Rajasthan Royals,bat
2030,Kamran Khan,2.0,0,13,2,6.5,7,2,0,2,0,50,Rajasthan Royals,Kolkata Knight Riders,"Eden Gardens, Kolkata",Rajasthan Royals,bat
2031,Siddharth Trivedi,2.0,0,16,0,8.0,5,3,0,0,0,0,Rajasthan Royals,Kolkata Knight Riders,"Eden Gardens, Kolkata",Rajasthan Royals,bat
2032,Shane Warne,3.0,0,20,0,6.67,6,2,0,1,0,0,Rajasthan Royals,Kolkata Knight Riders,"Eden Gardens, Kolkata",Rajasthan Royals,bat
2033,Aaron Finch,1.1,0,5,0,4.29,3,0,0,0,0,0,Rajasthan Royals,Kolkata Knight Riders,"Eden Gardens, Kolkata",Rajasthan Royals,bat
2034,Adam Voges,1.0,0,16,0,16.0,1,0,2,1,0,0,Rajasthan Royals,Kolkata Knight Riders,"Eden Gardens, Kolkata",Rajasthan Royals,bat
2035,Faiz Fazal,1.0,0,14,0,14.0,1,1,1,0,0,0,Rajasthan Royals,Kolkata Knight Riders,"Eden Gardens, Kolkata",Rajasthan Royals,bat
2036,Sudeep Tyagi,2.0,0,24,0,12.0,5,2,2,1,0,-6,Chennai Super Kings,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,field
2037,Doug Bollinger,4.0,0,39,0,9.75,9,3,2,1,0,0,Chennai Super Kings,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,field
2038,Albie Morkel,4.0,0,48,1,12.0,7,6,2,1,0,19,Chennai Super Kings,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,field
2039,Ravichandran Ashwin,4.0,0,20,1,5.0,11,2,0,0,0,25,Chennai Super Kings,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,field
2040,Suresh Raina,4.0,0,33,1,8.25,6,3,1,0,0,25,Chennai Super Kings,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,field
2041,Justin Kemp,1.0,0,12,0,12.0,0,2,0,0,0,0,Chennai Super Kings,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,field
2042,Shadab Jakati,1.0,0,14,0,14.0,0,1,1,0,0,0,Chennai Super Kings,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,field
2043,Ramesh Powar,4.0,0,28,2,7.0,11,3,1,1,0,50,Punjab Kings,Chennai Super Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,field
2044,Irfan Pathan,3.4,0,44,0,12.0,7,6,2,0,0,-6,Punjab Kings,Chennai Super Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,field
2045,Vikram Singh,3.0,0,40,0,13.33,5,4,2,2,1,-6,Punjab Kings,Chennai Super Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,field
2046,Piyush Chawla,4.0,0,28,1,7.0,11,3,1,0,0,25,Punjab Kings,Chennai Super Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,field
2047,Rusty Theron,4.0,0,43,1,10.75,4,5,1,1,0,25,Punjab Kings,Chennai Super Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,field
2048,Yuvraj Singh,1.0,0,7,0,7.0,2,1,0,0,0,0,Punjab Kings,Chennai Super Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,field
2049,Dirk Nannes,4.0,0,22,0,5.5,11,3,0,0,0,0,Delhi Capitals,Deccan Chargers,"Arun Jaitley Stadium, Delhi",Deccan Chargers,bat
2050,Ashish Nehra,4.0,0,32,2,8.0,10,3,1,0,0,50,Delhi Capitals,Deccan Chargers,"Arun Jaitley Stadium, Delhi",Deccan Chargers,bat
2051,Umesh Yadav,4.0,0,24,2,6.0,13,4,0,1,0,50,Delhi Capitals,Deccan Chargers,"Arun Jaitley Stadium, Delhi",Deccan Chargers,bat
2052,Amit Mishra,4.0,0,28,1,7.0,9,1,2,0,0,25,Delhi Capitals,Deccan Chargers,"Arun Jaitley Stadium, Delhi",Deccan Chargers,bat
2053,Paul Collingwood,3.0,0,23,1,7.67,4,1,1,0,0,25,Delhi Capitals,Deccan Chargers,"Arun Jaitley Stadium, Delhi",Deccan Chargers,bat
2054,Tillakaratne Dilshan,1.0,0,14,0,14.0,2,0,2,0,0,0,Delhi Capitals,Deccan Chargers,"Arun Jaitley Stadium, Delhi",Deccan Chargers,bat
2055,Chaminda Vaas,4.0,0,19,1,4.75,11,2,0,0,0,31,Deccan Chargers,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Deccan Chargers,bat
2056,Mitchell Marsh,2.0,0,19,1,9.5,5,3,0,0,1,25,Deccan Chargers,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Deccan Chargers,bat
2057,Harmeet Singh,4.0,0,41,2,10.25,8,4,2,1,0,50,Deccan Chargers,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Deccan Chargers,bat
2058,Andrew Symonds,2.0,0,8,0,4.0,5,0,0,0,0,6,Deccan Chargers,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Deccan Chargers,bat
2059,Pragyan Ojha,4.0,0,16,2,4.0,11,1,0,0,0,56,Deccan Chargers,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Deccan Chargers,bat
2060,Rahul Sharma,4.0,0,29,0,7.25,8,0,2,1,0,0,Deccan Chargers,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Deccan Chargers,bat
2061,Shane Bond,4.0,0,24,2,6.0,8,2,0,0,0,50,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Mumbai Indians,bat
2062,Ashok Dinda,4.0,0,20,1,5.0,13,2,0,1,0,25,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Mumbai Indians,bat
2063,Jaydev Unadkat,4.0,0,27,1,6.75,8,3,0,0,0,25,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Mumbai Indians,bat
2064,Sourav Ganguly,1.0,0,13,0,13.0,1,1,1,0,0,0,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Mumbai Indians,bat
2065,Murali Kartik,4.0,0,20,2,5.0,11,2,0,0,0,50,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Mumbai Indians,bat
2066,David Hussey,2.0,0,14,0,7.0,5,2,0,0,0,0,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Mumbai Indians,bat
2067,Manoj Tiwary,1.0,0,11,1,11.0,2,0,1,1,0,25,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Mumbai Indians,bat
2068,Ali Murtaza,4.0,0,27,0,6.75,11,1,1,1,0,0,Mumbai Indians,Kolkata Knight Riders,"Eden Gardens, Kolkata",Mumbai Indians,bat
2069,Dilhara Fernando,3.0,0,31,0,10.33,8,3,1,1,1,0,Mumbai Indians,Kolkata Knight Riders,"Eden Gardens, Kolkata",Mumbai Indians,bat
2070,Ryan McLaren,3.0,0,26,0,8.67,8,3,1,1,0,0,Mumbai Indians,Kolkata Knight Riders,"Eden Gardens, Kolkata",Mumbai Indians,bat
2071,Dwayne Bravo,2.0,0,7,0,3.5,6,0,0,1,0,6,Mumbai Indians,Kolkata Knight Riders,"Eden Gardens, Kolkata",Mumbai Indians,bat
2072,Stuart Binny,1.0,0,9,0,9.0,0,1,0,0,0,0,Rajasthan Royals,Kolkata Knight Riders,"Eden Gardens, Kolkata",Mumbai Indians,bat
2073,Jean-Paul Duminy,2.3,0,22,0,8.8,5,4,0,0,0,0,Mumbai Indians,Kolkata Knight Riders,"Eden Gardens, Kolkata",Mumbai Indians,bat
2074,Rajagopal Sathish,2.0,0,11,1,5.5,6,1,0,1,0,25,Mumbai Indians,Kolkata Knight Riders,"Eden Gardens, Kolkata",Mumbai Indians,bat
2075,Praveen Kumar,3.0,0,29,0,9.67,8,4,0,1,0,0,Royal Challengers Bangalore,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",Mumbai Indians,bat
