,Player,Runs,Balls,4s,6s,Fantasy_Points,Teams,Opponent_Team,Toss_Winner,Choose_to,Match_Location,strike_rate
1095,Irfan Pathan,39,33,2,2,45,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,"Newlands, Cape Town",118.18
1096,Piyush Chawla,6,6,1,0,7,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,"Newlands, Cape Town",100.0
1097,Wilkin Mota,1,2,0,0,1,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,"Newlands, Cape Town",50.0
1098,Swapnil Asnodkar,3,4,0,0,3,Rajasthan Royals,Punjab Kings,Punjab Kings,bat,"Newlands, Cape Town",75.0
1099,Graeme Smith,2,6,0,0,-4,Rajasthan Royals,Punjab Kings,Punjab Kings,bat,"Newlands, Cape Town",33.33
1100,Rob Quiney,7,8,1,0,8,Rajasthan Royals,Punjab Kings,Punjab Kings,bat,"Newlands, Cape Town",87.5
1101,Yusuf Pathan,10,13,2,0,12,Rajasthan Royals,Punjab Kings,Punjab Kings,bat,"Newlands, Cape Town",76.92
1102,Dimitri Mascarenhas,4,2,1,0,11,Rajasthan Royals,Punjab Kings,Punjab Kings,bat,"Newlands, Cape Town",200.0
1103,Ravindra Jadeja,37,44,2,0,39,Rajasthan Royals,Punjab Kings,Punjab Kings,bat,"Newlands, Cape Town",84.09
1104,Abhishek Raut,1,4,0,0,-5,Rajasthan Royals,Punjab Kings,Punjab Kings,bat,"Newlands, Cape Town",25.0
1105,Shane Warne,34,33,3,0,37,Rajasthan Royals,Punjab Kings,Punjab Kings,bat,"Newlands, Cape Town",103.03
1106,Mahesh Rawat,4,6,0,0,4,Rajasthan Royals,Punjab Kings,Punjab Kings,bat,"Newlands, Cape Town",66.67
1107,Parthiv Patel,0,2,0,0,-2,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,"Kingsmead, Durban",0.0
1108,Matthew Hayden,49,35,8,0,57,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,"Kingsmead, Durban",140.0
1109,Suresh Raina,25,19,1,2,30,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,"Kingsmead, Durban",131.58
1110,MS Dhoni,22,22,1,1,25,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,"Kingsmead, Durban",100.0
1111,Jacob Oram,41,29,4,2,49,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,"Kingsmead, Durban",141.38
1112,Albie Morkel,13,7,1,1,22,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,"Kingsmead, Durban",185.71
1113,S Badrinath,8,9,1,0,9,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,"Kingsmead, Durban",88.89
1114,Manpreet Gony,0,0,0,0,-2,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,"Kingsmead, Durban",
1115,Adam Gilchrist,44,19,5,3,61,Deccan Chargers,Chennai Super Kings,Deccan Chargers,field,"Kingsmead, Durban",231.58
1116,Herschelle Gibbs,69,56,6,2,79,Deccan Chargers,Chennai Super Kings,Deccan Chargers,field,"Kingsmead, Durban",123.21
1117,VVS Laxman,4,5,0,0,4,Deccan Chargers,Chennai Super Kings,Deccan Chargers,field,"Kingsmead, Durban",80.0
1118,Rohit Sharma,18,19,0,1,20,Deccan Chargers,Chennai Super Kings,Deccan Chargers,field,"Kingsmead, Durban",94.74
1119,Dwayne Smith,12,5,1,1,21,Deccan Chargers,Chennai Super Kings,Deccan Chargers,field,"Kingsmead, Durban",240.0
1120,Azhar Bilakhia,12,14,1,0,13,Deccan Chargers,Chennai Super Kings,Deccan Chargers,field,"Kingsmead, Durban",85.71
1121,Sanath Jayasuriya,52,32,2,4,62,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,"St George's Park, Port Elizabeth",162.5
1122,Sachin Tendulkar,68,45,6,4,82,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,"St George's Park, Port Elizabeth",151.11
1123,Harbhajan Singh,18,8,1,2,29,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,"St George's Park, Port Elizabeth",225.0
1124,Jean Paul Duminy,18,14,1,0,19,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,"St George's Park, Port Elizabeth",128.57
1125,Abhishek Nayar,3,3,0,0,3,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,"St George's Park, Port Elizabeth",100.0
1126,Dwayne Bravo,3,5,0,0,3,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,"St George's Park, Port Elizabeth",60.0
1127,Shikhar Dhawan,12,10,1,0,13,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,"St George's Park, Port Elizabeth",120.0
1128,Saurabh Tiwary,4,3,0,0,4,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,"St George's Park, Port Elizabeth",133.33
1129,Brendon McCullum,1,6,0,0,-5,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,"St George's Park, Port Elizabeth",16.67
1130,Chris Gayle,12,11,0,1,14,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,"St George's Park, Port Elizabeth",109.09
1131,Brad Hodge,24,22,3,0,27,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,"St George's Park, Port Elizabeth",109.09
1132,Sourav Ganguly,34,30,3,1,39,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,"St George's Park, Port Elizabeth",113.33
1133,Yashpal Singh,8,8,0,0,8,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,"St George's Park, Port Elizabeth",100.0
1134,Arindam Ghosh,0,1,0,0,-2,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,"St George's Park, Port Elizabeth",0.0
1135,Laxmi Shukla,6,10,1,0,7,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,"St George's Park, Port Elizabeth",60.0
1136,Ishant Sharma,6,3,1,0,13,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,"St George's Park, Port Elizabeth",200.0
1137,Ajantha Mendis,0,1,0,0,-2,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,"St George's Park, Port Elizabeth",0.0
1138,Ashok Dinda,0,1,0,0,-2,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,"St George's Park, Port Elizabeth",0.0
1139,Anureet Singh,0,0,0,0,0,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,"St George's Park, Port Elizabeth",
1140,Gautam Gambhir,8,6,1,0,9,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,"SuperSport Park, Centurion",133.33
1141,Virender Sehwag,16,11,2,1,20,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,"SuperSport Park, Centurion",145.45
1142,AB de Villiers,50,40,5,1,57,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,"SuperSport Park, Centurion",125.0
1143,Tillakaratne Dilshan,7,10,1,0,8,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,"SuperSport Park, Centurion",70.0
1144,Dinesh Karthik,4,5,0,0,4,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,"SuperSport Park, Centurion",80.0
1145,Daniel Vettori,29,28,3,0,32,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,"SuperSport Park, Centurion",103.57
1146,Mithun Manhas,23,16,2,1,27,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,"SuperSport Park, Centurion",143.75
1147,Amit Mishra,0,4,0,0,-2,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,"SuperSport Park, Centurion",0.0
1148,Pradeep Sangwan,1,1,0,0,1,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,"SuperSport Park, Centurion",100.0
1149,Rob Quiney,4,9,1,0,-1,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,"SuperSport Park, Centurion",44.44
1150,Graeme Smith,44,46,5,0,49,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,"SuperSport Park, Centurion",95.65
1151,Swapnil Asnodkar,11,8,1,1,14,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,"SuperSport Park, Centurion",137.5
1152,Paul Valthaty,1,5,0,0,-5,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,"SuperSport Park, Centurion",20.0
1153,Ravindra Jadeja,16,13,1,0,17,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,"SuperSport Park, Centurion",123.08
1154,Shane Warne,0,2,0,0,-2,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,"SuperSport Park, Centurion",0.0
1155,Yusuf Pathan,62,30,3,6,83,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,"SuperSport Park, Centurion",206.67
1156,Brendon McCullum,0,1,0,0,-2,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,"Kingsmead, Durban",0.0
1157,Chris Gayle,40,37,6,0,46,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,"Kingsmead, Durban",108.11
1158,Brad Hodge,17,15,2,1,21,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,"Kingsmead, Durban",113.33
1159,Sourav Ganguly,1,8,0,0,-5,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,"Kingsmead, Durban",12.5
1160,Morne van Wyk,43,35,4,0,47,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,"Kingsmead, Durban",122.86
1161,Wriddhiman Saha,21,14,0,1,23,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,"Kingsmead, Durban",150.0
1162,Laxmi Shukla,2,3,0,0,2,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,"Kingsmead, Durban",66.67
1163,Ajit Agarkar,6,7,0,0,6,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,"Kingsmead, Durban",85.71
1164,Jacques Kallis,23,25,2,0,25,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,"Kingsmead, Durban",92.0
1165,Shreevats Goswami,43,46,6,0,49,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,"Kingsmead, Durban",93.48
1166,Kevin Pietersen,13,12,1,0,14,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,"Kingsmead, Durban",108.33
1167,Virat Kohli,19,12,1,1,22,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,"Kingsmead, Durban",158.33
1168,Mark Boucher,25,13,2,1,35,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,"Kingsmead, Durban",192.31
1169,Roelof van der Merwe,9,9,0,1,11,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,"Kingsmead, Durban",100.0
1170,Manish Pandey,2,2,0,0,2,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,"Kingsmead, Durban",100.0
1171,Ravi Bopara,6,14,0,0,0,Punjab Kings,Mumbai Indians,Punjab Kings,bat,"Kingsmead, Durban",42.86
1172,Karan Goel,12,12,0,1,14,Punjab Kings,Mumbai Indians,Punjab Kings,bat,"Kingsmead, Durban",100.0
1173,Kumar Sangakkara,45,44,2,1,49,Punjab Kings,Mumbai Indians,Punjab Kings,bat,"Kingsmead, Durban",102.27
1174,Yuvraj Singh,10,13,1,0,11,Punjab Kings,Mumbai Indians,Punjab Kings,bat,"Kingsmead, Durban",76.92
1175,Mahela Jayawardene,7,9,0,0,7,Punjab Kings,Mumbai Indians,Punjab Kings,bat,"Kingsmead, Durban",77.78
1176,Irfan Pathan,7,10,0,0,7,Punjab Kings,Mumbai Indians,Punjab Kings,bat,"Kingsmead, Durban",70.0
1177,Wilkin Mota,5,6,0,0,5,Punjab Kings,Mumbai Indians,Punjab Kings,bat,"Kingsmead, Durban",83.33
1178,Piyush Chawla,0,2,0,0,-2,Punjab Kings,Mumbai Indians,Punjab Kings,bat,"Kingsmead, Durban",0.0
1179,Ramesh Powar,10,10,1,0,11,Punjab Kings,Mumbai Indians,Punjab Kings,bat,"Kingsmead, Durban",100.0
1180,Sanath Jayasuriya,0,1,0,0,-2,Mumbai Indians,Punjab Kings,Punjab Kings,bat,"Kingsmead, Durban",0.0
1181,Sachin Tendulkar,1,6,0,0,-5,Mumbai Indians,Punjab Kings,Punjab Kings,bat,"Kingsmead, Durban",16.67
1182,Shikhar Dhawan,3,7,0,0,-3,Mumbai Indians,Punjab Kings,Punjab Kings,bat,"Kingsmead, Durban",42.86
1183,Jean Paul Duminy,59,63,4,0,63,Mumbai Indians,Punjab Kings,Punjab Kings,bat,"Kingsmead, Durban",93.65
1184,Dwayne Bravo,15,20,1,1,18,Mumbai Indians,Punjab Kings,Punjab Kings,bat,"Kingsmead, Durban",75.0
1185,Abhishek Nayar,15,15,1,0,16,Mumbai Indians,Punjab Kings,Punjab Kings,bat,"Kingsmead, Durban",100.0
1186,Harbhajan Singh,6,5,1,0,7,Mumbai Indians,Punjab Kings,Punjab Kings,bat,"Kingsmead, Durban",120.0
1187,Saurabh Tiwary,6,4,0,0,6,Mumbai Indians,Punjab Kings,Punjab Kings,bat,"Kingsmead, Durban",150.0
1188,Zaheer Khan,0,0,0,0,-2,Mumbai Indians,Punjab Kings,Punjab Kings,bat,"Kingsmead, Durban",
1189,Adam Gilchrist,8,5,2,0,10,Deccan Chargers,Delhi Capitals,Delhi Capitals,field,"SuperSport Park, Centurion",160.0
1190,Herschelle Gibbs,0,4,0,0,-2,Deccan Chargers,Delhi Capitals,Delhi Capitals,field,"SuperSport Park, Centurion",0.0
1191,Azhar Bilakhia,22,27,2,0,24,Deccan Chargers,Delhi Capitals,Delhi Capitals,field,"SuperSport Park, Centurion",81.48
1192,Rohit Sharma,17,20,2,0,19,Deccan Chargers,Delhi Capitals,Delhi Capitals,field,"SuperSport Park, Centurion",85.0
1193,Tirumalasetti Suman,23,14,1,1,26,Deccan Chargers,Delhi Capitals,Delhi Capitals,field,"SuperSport Park, Centurion",164.29
1194,Dwayne Smith,48,28,5,2,63,Deccan Chargers,Delhi Capitals,Delhi Capitals,field,"SuperSport Park, Centurion",171.43
1195,Venugopal Rao,16,15,1,0,17,Deccan Chargers,Delhi Capitals,Delhi Capitals,field,"SuperSport Park, Centurion",106.67
1196,Shoaib Ahmed,0,3,0,0,-2,Deccan Chargers,Delhi Capitals,Delhi Capitals,field,"SuperSport Park, Centurion",0.0
1197,RP Singh,2,4,0,0,2,Deccan Chargers,Delhi Capitals,Delhi Capitals,field,"SuperSport Park, Centurion",50.0
1198,Pragyan Ojha,1,1,0,0,1,Deccan Chargers,Delhi Capitals,Delhi Capitals,field,"SuperSport Park, Centurion",100.0
1199,Gautam Gambhir,17,15,3,0,20,Delhi Capitals,Deccan Chargers,Delhi Capitals,field,"SuperSport Park, Centurion",113.33
1200,Virender Sehwag,20,11,4,0,30,Delhi Capitals,Deccan Chargers,Delhi Capitals,field,"SuperSport Park, Centurion",181.82
1201,AB de Villiers,5,9,1,0,6,Delhi Capitals,Deccan Chargers,Delhi Capitals,field,"SuperSport Park, Centurion",55.56
1202,Tillakaratne Dilshan,52,46,4,3,62,Delhi Capitals,Deccan Chargers,Delhi Capitals,field,"SuperSport Park, Centurion",113.04
1203,Dinesh Karthik,41,30,3,1,46,Delhi Capitals,Deccan Chargers,Delhi Capitals,field,"SuperSport Park, Centurion",136.67
1204,Mithun Manhas,3,2,0,0,3,Delhi Capitals,Deccan Chargers,Delhi Capitals,field,"SuperSport Park, Centurion",150.0
1205,Parthiv Patel,3,11,0,0,-3,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,"SuperSport Park, Centurion",27.27
1206,Matthew Hayden,1,2,0,0,1,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,"SuperSport Park, Centurion",50.0
1207,Suresh Raina,98,55,10,5,124,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,"SuperSport Park, Centurion",178.18
1208,S Badrinath,29,27,4,0,33,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,"SuperSport Park, Centurion",107.41
1209,Jacob Oram,2,6,0,0,-4,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,"SuperSport Park, Centurion",33.33
1210,MS Dhoni,22,19,0,1,24,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,"SuperSport Park, Centurion",115.79
1211,Albie Morkel,4,1,1,0,11,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,"SuperSport Park, Centurion",400.0
1212,Rob Quiney,28,31,4,0,32,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"SuperSport Park, Centurion",90.32
1213,Graeme Smith,2,5,0,0,-4,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"SuperSport Park, Centurion",40.0
1214,Swapnil Asnodkar,10,8,0,1,12,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"SuperSport Park, Centurion",125.0
1215,Ravindra Jadeja,37,33,2,1,41,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"SuperSport Park, Centurion",112.12
1216,Yusuf Pathan,20,13,3,0,23,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"SuperSport Park, Centurion",153.85
1217,Dimitri Mascarenhas,8,8,1,0,9,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"SuperSport Park, Centurion",100.0
1218,Shane Warne,3,9,0,0,-3,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"SuperSport Park, Centurion",33.33
1219,Mahesh Rawat,8,6,1,0,9,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"SuperSport Park, Centurion",133.33
1220,Munaf Patel,0,1,0,0,-2,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"SuperSport Park, Centurion",0.0
1221,Siddharth Trivedi,2,3,0,0,2,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"SuperSport Park, Centurion",66.67
1222,Kamran Khan,0,0,0,0,0,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,"SuperSport Park, Centurion",
1223,Sanath Jayasuriya,6,8,1,0,7,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,"Buffalo Park, East London",75.0
1224,Sachin Tendulkar,34,30,3,2,41,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,"Buffalo Park, East London",113.33
1225,Harbhajan Singh,6,7,0,0,6,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,"Buffalo Park, East London",85.71
1226,Abhishek Nayar,10,13,1,0,11,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,"Buffalo Park, East London",76.92
1227,Jean Paul Duminy,52,37,1,4,61,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,"Buffalo Park, East London",140.54
1228,Graham Napier,15,16,1,0,16,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,"Buffalo Park, East London",93.75
1229,Ajinkya Rahane,10,8,1,0,11,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,"Buffalo Park, East London",125.0
1230,Zaheer Khan,2,2,0,0,2,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,"Buffalo Park, East London",100.0
1231,Chris Gayle,7,7,1,0,8,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,"Buffalo Park, East London",100.0
1232,Sourav Ganguly,0,1,0,0,-2,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,"Buffalo Park, East London",0.0
1233,Brad Hodge,73,60,5,3,84,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,"Buffalo Park, East London",121.67
1234,Morne van Wyk,32,35,3,0,35,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,"Buffalo Park, East London",91.43
1235,Laxmi Shukla,6,7,0,0,6,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,"Buffalo Park, East London",85.71
1236,Brendon McCullum,5,7,0,0,5,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,"Buffalo Park, East London",71.43
1237,Wriddhiman Saha,8,4,1,0,15,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,"Buffalo Park, East London",200.0
1238,Ajit Agarkar,0,0,0,0,-2,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,"Buffalo Park, East London",
1239,Jesse Ryder,2,5,0,0,-4,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,"Kingsmead, Durban",40.0
1240,Shreevats Goswami,10,14,0,0,10,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,"Kingsmead, Durban",71.43
1241,Rajesh Bishnoi,18,14,1,2,23,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,"Kingsmead, Durban",128.57
1242,Jacques Kallis,27,22,4,0,31,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,"Kingsmead, Durban",122.73
1243,Robin Uthappa,19,17,2,0,21,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,"Kingsmead, Durban",111.76
1244,Virat Kohli,16,14,2,0,18,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,"Kingsmead, Durban",114.29
1245,Mark Boucher,2,4,0,0,2,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,"Kingsmead, Durban",50.0
1246,Roelof van der Merwe,35,19,3,3,50,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,"Kingsmead, Durban",184.21
1247,Praveen Kumar,9,7,1,0,10,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,"Kingsmead, Durban",128.57
1248,Anil Kumble,1,3,0,0,-5,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,"Kingsmead, Durban",33.33
1249,KP Appanna,0,1,0,0,-2,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,"Kingsmead, Durban",0.0
1250,Yuvraj Singh,50,34,3,4,61,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"Kingsmead, Durban",147.06
1251,Karan Goel,20,29,2,0,22,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"Kingsmead, Durban",68.97
1252,Simon Katich,3,5,0,0,3,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"Kingsmead, Durban",60.0
1253,Kumar Sangakkara,17,23,2,0,19,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"Kingsmead, Durban",73.91
1254,Mahela Jayawardene,19,15,2,0,21,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"Kingsmead, Durban",126.67
1255,Irfan Pathan,12,9,2,0,14,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"Kingsmead, Durban",133.33
1256,Piyush Chawla,3,4,0,0,3,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"Kingsmead, Durban",75.0
1257,Ramesh Powar,0,0,0,0,-2,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"Kingsmead, Durban",
1258,Tanmay Srivastava,0,1,0,0,-2,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"Kingsmead, Durban",0.0
1259,Herschelle Gibbs,8,10,1,0,9,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,"St George's Park, Port Elizabeth",80.0
1260,Adam Gilchrist,39,35,5,2,48,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,"St George's Park, Port Elizabeth",111.43
1261,Azhar Bilakhia,1,5,0,0,-5,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,"St George's Park, Port Elizabeth",20.0
1262,Rohit Sharma,38,32,2,2,44,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,"St George's Park, Port Elizabeth",118.75
1263,Tirumalasetti Suman,41,30,2,1,45,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,"St George's Park, Port Elizabeth",136.67
1264,Dwayne Smith,7,8,1,0,8,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,"St George's Park, Port Elizabeth",87.5
1265,Venugopal Rao,0,0,0,0,-2,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,"St George's Park, Port Elizabeth",
1266,Graeme Smith,0,2,0,0,-2,Rajasthan Royals,Deccan Chargers,Deccan Chargers,bat,"St George's Park, Port Elizabeth",0.0
1267,Swapnil Asnodkar,0,1,0,0,-2,Rajasthan Royals,Deccan Chargers,Deccan Chargers,bat,"St George's Park, Port Elizabeth",0.0
1268,Lee Carseldine,39,32,6,0,45,Rajasthan Royals,Deccan Chargers,Deccan Chargers,bat,"St George's Park, Port Elizabeth",121.88
1269,Naman Ojha,0,6,0,0,-2,Rajasthan Royals,Deccan Chargers,Deccan Chargers,bat,"St George's Park, Port Elizabeth",0.0
1270,Ravindra Jadeja,12,17,0,1,14,Rajasthan Royals,Deccan Chargers,Deccan Chargers,bat,"St George's Park, Port Elizabeth",70.59
1271,Shane Warne,21,17,0,2,25,Rajasthan Royals,Deccan Chargers,Deccan Chargers,bat,"St George's Park, Port Elizabeth",123.53
1272,Abhishek Raut,36,23,4,0,40,Rajasthan Royals,Deccan Chargers,Deccan Chargers,bat,"St George's Park, Port Elizabeth",156.52
